0.00.025.129 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.025.361 W srv  llama_server: -----------------
0.00.025.362 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.025.362 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.025.363 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.025.363 W srv  llama_server: -----------------
0.00.026.859 I srv    load_model: loading model '/Users/<user>/HermesProjects/Local-LLM-Lab/results/raw/EXP-020-bonsai2/models/Ternary-Bonsai-2-27B-PTQ1_0.gguf'
0.01.058.236 I cmn          init: llama threadpool init, n_threads = 4
0.02.279.383 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 32768, kv_unified = 'false'
0.02.286.647 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.02.286.669 I srv  llama_server: model loaded
0.02.286.673 I srv  llama_server: listening on http://127.0.0.1:8920
0.28.447.489 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.26.137.146 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2474, progress = 0.08, t =  57.69 s / 42.88 tokens per second
1.29.208.037 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2602, progress = 0.09, t =  60.76 s / 42.82 tokens per second
1.32.285.922 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2730, progress = 0.09, t =  63.84 s / 42.76 tokens per second
1.35.366.634 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2858, progress = 0.10, t =  66.92 s / 42.71 tokens per second
1.38.450.279 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2986, progress = 0.10, t =  70.00 s / 42.66 tokens per second
1.41.535.832 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3114, progress = 0.10, t =  73.09 s / 42.61 tokens per second
1.44.630.409 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3242, progress = 0.11, t =  76.18 s / 42.56 tokens per second
1.47.724.470 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3370, progress = 0.11, t =  79.28 s / 42.51 tokens per second
1.50.817.336 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3498, progress = 0.12, t =  82.37 s / 42.47 tokens per second
1.53.920.025 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3626, progress = 0.12, t =  85.47 s / 42.42 tokens per second
1.57.021.742 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3754, progress = 0.13, t =  88.57 s / 42.38 tokens per second
2.00.133.269 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3882, progress = 0.13, t =  91.69 s / 42.34 tokens per second
2.03.242.073 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4010, progress = 0.13, t =  94.79 s / 42.30 tokens per second
2.06.364.603 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4138, progress = 0.14, t =  97.92 s / 42.26 tokens per second
2.09.482.319 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4266, progress = 0.14, t = 101.03 s / 42.22 tokens per second
2.12.600.656 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4394, progress = 0.15, t = 104.15 s / 42.19 tokens per second
2.15.732.146 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4522, progress = 0.15, t = 107.28 s / 42.15 tokens per second
2.18.858.403 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4650, progress = 0.16, t = 110.41 s / 42.12 tokens per second
2.21.997.094 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4778, progress = 0.16, t = 113.55 s / 42.08 tokens per second
2.25.133.344 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4906, progress = 0.16, t = 116.69 s / 42.04 tokens per second
2.28.274.115 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5034, progress = 0.17, t = 119.83 s / 42.01 tokens per second
2.31.418.317 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5162, progress = 0.17, t = 122.97 s / 41.98 tokens per second
2.34.567.008 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5290, progress = 0.18, t = 126.12 s / 41.94 tokens per second
2.37.725.756 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5418, progress = 0.18, t = 129.28 s / 41.91 tokens per second
2.40.884.192 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5546, progress = 0.19, t = 132.44 s / 41.88 tokens per second
2.44.041.439 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5674, progress = 0.19, t = 135.59 s / 41.85 tokens per second
2.47.206.883 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5802, progress = 0.19, t = 138.76 s / 41.81 tokens per second
2.50.378.753 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5930, progress = 0.20, t = 141.93 s / 41.78 tokens per second
2.53.551.454 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6058, progress = 0.20, t = 145.10 s / 41.75 tokens per second
2.56.724.409 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6186, progress = 0.21, t = 148.28 s / 41.72 tokens per second
2.59.908.695 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6314, progress = 0.21, t = 151.46 s / 41.69 tokens per second
3.03.097.467 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6442, progress = 0.21, t = 154.65 s / 41.66 tokens per second
3.06.285.513 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6570, progress = 0.22, t = 157.84 s / 41.62 tokens per second
3.09.487.801 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6698, progress = 0.22, t = 161.04 s / 41.59 tokens per second
3.12.685.360 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6826, progress = 0.23, t = 164.24 s / 41.56 tokens per second
3.15.886.802 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6954, progress = 0.23, t = 167.44 s / 41.53 tokens per second
3.19.085.574 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7082, progress = 0.24, t = 170.64 s / 41.50 tokens per second
3.22.286.451 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7210, progress = 0.24, t = 173.84 s / 41.48 tokens per second
3.25.488.792 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7338, progress = 0.24, t = 177.04 s / 41.45 tokens per second
3.28.697.442 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7466, progress = 0.25, t = 180.25 s / 41.42 tokens per second
3.31.898.101 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7594, progress = 0.25, t = 183.45 s / 41.40 tokens per second
3.35.108.092 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7722, progress = 0.26, t = 186.66 s / 41.37 tokens per second
3.38.319.290 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7850, progress = 0.26, t = 189.87 s / 41.34 tokens per second
3.41.543.630 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7978, progress = 0.27, t = 193.10 s / 41.32 tokens per second
3.44.652.742 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8106, progress = 0.27, t = 196.21 s / 41.31 tokens per second
3.47.763.831 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8234, progress = 0.27, t = 199.32 s / 41.31 tokens per second
3.50.878.429 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8362, progress = 0.28, t = 202.43 s / 41.31 tokens per second
3.53.995.446 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8490, progress = 0.28, t = 205.55 s / 41.30 tokens per second
3.57.117.674 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8618, progress = 0.29, t = 208.67 s / 41.30 tokens per second
4.00.242.597 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8746, progress = 0.29, t = 211.80 s / 41.29 tokens per second
4.03.371.922 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8874, progress = 0.30, t = 214.92 s / 41.29 tokens per second
4.06.503.164 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9002, progress = 0.30, t = 218.06 s / 41.28 tokens per second
4.09.638.707 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9130, progress = 0.30, t = 221.19 s / 41.28 tokens per second
4.12.778.003 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9258, progress = 0.31, t = 224.33 s / 41.27 tokens per second
4.15.925.290 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9386, progress = 0.31, t = 227.48 s / 41.26 tokens per second
4.19.071.287 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9514, progress = 0.32, t = 230.62 s / 41.25 tokens per second
4.22.220.737 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9642, progress = 0.32, t = 233.77 s / 41.25 tokens per second
4.25.375.483 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9770, progress = 0.33, t = 236.93 s / 41.24 tokens per second
4.28.533.296 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9898, progress = 0.33, t = 240.09 s / 41.23 tokens per second
4.31.693.647 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10026, progress = 0.33, t = 243.25 s / 41.22 tokens per second
4.34.859.861 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10154, progress = 0.34, t = 246.41 s / 41.21 tokens per second
4.38.028.108 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10282, progress = 0.34, t = 249.58 s / 41.20 tokens per second
4.41.198.858 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10410, progress = 0.35, t = 252.75 s / 41.19 tokens per second
4.44.374.411 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10538, progress = 0.35, t = 255.93 s / 41.18 tokens per second
4.47.552.796 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10666, progress = 0.36, t = 259.11 s / 41.16 tokens per second
4.50.733.964 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10794, progress = 0.36, t = 262.29 s / 41.15 tokens per second
4.53.920.037 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10922, progress = 0.36, t = 265.47 s / 41.14 tokens per second
4.57.108.627 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11050, progress = 0.37, t = 268.66 s / 41.13 tokens per second
5.00.302.211 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11178, progress = 0.37, t = 271.85 s / 41.12 tokens per second
5.03.497.414 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11306, progress = 0.38, t = 275.05 s / 41.11 tokens per second
5.06.696.500 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11434, progress = 0.38, t = 278.25 s / 41.09 tokens per second
5.09.899.856 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11562, progress = 0.39, t = 281.45 s / 41.08 tokens per second
5.13.107.524 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11690, progress = 0.39, t = 284.66 s / 41.07 tokens per second
5.16.317.901 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11818, progress = 0.39, t = 287.87 s / 41.05 tokens per second
5.19.528.777 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11946, progress = 0.40, t = 291.08 s / 41.04 tokens per second
5.22.745.706 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12074, progress = 0.40, t = 294.30 s / 41.03 tokens per second
5.25.966.405 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12202, progress = 0.41, t = 297.52 s / 41.01 tokens per second
5.29.190.420 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12330, progress = 0.41, t = 300.74 s / 41.00 tokens per second
5.32.417.777 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12458, progress = 0.42, t = 303.97 s / 40.98 tokens per second
5.35.647.294 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12586, progress = 0.42, t = 307.20 s / 40.97 tokens per second
5.38.882.303 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12714, progress = 0.42, t = 310.43 s / 40.96 tokens per second
5.42.120.183 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12842, progress = 0.43, t = 313.67 s / 40.94 tokens per second
5.45.363.586 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12970, progress = 0.43, t = 316.92 s / 40.93 tokens per second
5.48.608.672 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13098, progress = 0.44, t = 320.16 s / 40.91 tokens per second
5.51.856.597 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13226, progress = 0.44, t = 323.41 s / 40.90 tokens per second
5.55.108.940 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13354, progress = 0.45, t = 326.66 s / 40.88 tokens per second
5.58.363.389 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13482, progress = 0.45, t = 329.92 s / 40.86 tokens per second
6.01.621.619 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13610, progress = 0.45, t = 333.17 s / 40.85 tokens per second
6.04.883.616 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13738, progress = 0.46, t = 336.44 s / 40.83 tokens per second
6.08.148.803 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13866, progress = 0.46, t = 339.70 s / 40.82 tokens per second
6.11.420.723 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13994, progress = 0.47, t = 342.97 s / 40.80 tokens per second
6.14.692.900 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14122, progress = 0.47, t = 346.25 s / 40.79 tokens per second
6.17.969.461 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14250, progress = 0.48, t = 349.52 s / 40.77 tokens per second
6.21.254.923 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14378, progress = 0.48, t = 352.81 s / 40.75 tokens per second
6.24.553.884 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14506, progress = 0.48, t = 356.11 s / 40.74 tokens per second
6.27.854.936 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14634, progress = 0.49, t = 359.41 s / 40.72 tokens per second
6.31.165.697 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14762, progress = 0.49, t = 362.72 s / 40.70 tokens per second
6.34.478.004 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14890, progress = 0.50, t = 366.03 s / 40.68 tokens per second
6.37.791.929 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15018, progress = 0.50, t = 369.34 s / 40.66 tokens per second
6.41.115.511 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15146, progress = 0.51, t = 372.67 s / 40.64 tokens per second
6.44.437.403 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15274, progress = 0.51, t = 375.99 s / 40.62 tokens per second
6.47.762.488 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15402, progress = 0.51, t = 379.31 s / 40.60 tokens per second
6.51.088.549 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15530, progress = 0.52, t = 382.64 s / 40.59 tokens per second
6.54.415.838 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15658, progress = 0.52, t = 385.97 s / 40.57 tokens per second
6.57.753.361 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15786, progress = 0.53, t = 389.31 s / 40.55 tokens per second
7.01.093.786 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15914, progress = 0.53, t = 392.65 s / 40.53 tokens per second
7.04.437.448 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16042, progress = 0.54, t = 395.99 s / 40.51 tokens per second
7.07.783.898 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16170, progress = 0.54, t = 399.34 s / 40.49 tokens per second
7.11.133.449 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16298, progress = 0.54, t = 402.69 s / 40.47 tokens per second
7.14.486.931 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16426, progress = 0.55, t = 406.04 s / 40.45 tokens per second
7.17.843.722 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16554, progress = 0.55, t = 409.40 s / 40.44 tokens per second
7.21.206.116 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16682, progress = 0.56, t = 412.76 s / 40.42 tokens per second
7.24.571.841 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16810, progress = 0.56, t = 416.12 s / 40.40 tokens per second
7.27.952.307 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16938, progress = 0.57, t = 419.50 s / 40.38 tokens per second
7.31.330.712 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17066, progress = 0.57, t = 422.88 s / 40.36 tokens per second
7.34.710.273 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17194, progress = 0.57, t = 426.26 s / 40.34 tokens per second
7.38.100.294 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17322, progress = 0.58, t = 429.65 s / 40.32 tokens per second
7.41.493.141 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17450, progress = 0.58, t = 433.05 s / 40.30 tokens per second
7.44.892.702 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17578, progress = 0.59, t = 436.45 s / 40.28 tokens per second
7.48.297.493 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17706, progress = 0.59, t = 439.85 s / 40.25 tokens per second
7.51.708.868 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17834, progress = 0.59, t = 443.26 s / 40.23 tokens per second
7.55.116.398 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17962, progress = 0.60, t = 446.67 s / 40.21 tokens per second
7.58.522.769 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18090, progress = 0.60, t = 450.08 s / 40.19 tokens per second
8.01.936.070 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18218, progress = 0.61, t = 453.49 s / 40.17 tokens per second
8.05.356.688 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18346, progress = 0.61, t = 456.91 s / 40.15 tokens per second
8.08.772.849 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18474, progress = 0.62, t = 460.33 s / 40.13 tokens per second
8.12.198.984 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18602, progress = 0.62, t = 463.75 s / 40.11 tokens per second
8.15.630.581 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18730, progress = 0.62, t = 467.18 s / 40.09 tokens per second
8.19.058.435 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18858, progress = 0.63, t = 470.61 s / 40.07 tokens per second
8.22.487.904 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18986, progress = 0.63, t = 474.04 s / 40.05 tokens per second
8.25.933.035 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19114, progress = 0.64, t = 477.49 s / 40.03 tokens per second
8.29.375.455 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19242, progress = 0.64, t = 480.93 s / 40.01 tokens per second
8.32.810.169 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19370, progress = 0.65, t = 484.36 s / 39.99 tokens per second
8.36.264.690 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19498, progress = 0.65, t = 487.82 s / 39.97 tokens per second
8.39.713.787 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19626, progress = 0.65, t = 491.27 s / 39.95 tokens per second
8.43.172.957 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19754, progress = 0.66, t = 494.73 s / 39.93 tokens per second
8.46.642.338 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19882, progress = 0.66, t = 498.19 s / 39.91 tokens per second
8.50.118.713 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20010, progress = 0.67, t = 501.67 s / 39.89 tokens per second
8.53.592.650 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20138, progress = 0.67, t = 505.15 s / 39.87 tokens per second
8.57.066.853 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20266, progress = 0.68, t = 508.62 s / 39.85 tokens per second
9.00.547.137 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20394, progress = 0.68, t = 512.10 s / 39.82 tokens per second
9.04.029.508 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20522, progress = 0.68, t = 515.58 s / 39.80 tokens per second
9.07.514.059 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20650, progress = 0.69, t = 519.07 s / 39.78 tokens per second
9.11.002.576 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20778, progress = 0.69, t = 522.56 s / 39.76 tokens per second
9.14.491.188 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20906, progress = 0.70, t = 526.04 s / 39.74 tokens per second
9.17.984.562 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21034, progress = 0.70, t = 529.54 s / 39.72 tokens per second
9.21.482.351 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21162, progress = 0.71, t = 533.03 s / 39.70 tokens per second
9.24.984.357 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21290, progress = 0.71, t = 536.54 s / 39.68 tokens per second
9.28.489.615 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21418, progress = 0.71, t = 540.04 s / 39.66 tokens per second
9.31.997.226 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21546, progress = 0.72, t = 543.55 s / 39.64 tokens per second
9.35.515.519 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21674, progress = 0.72, t = 547.07 s / 39.62 tokens per second
9.39.036.785 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21802, progress = 0.73, t = 550.59 s / 39.60 tokens per second
9.42.572.087 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21930, progress = 0.73, t = 554.12 s / 39.58 tokens per second
9.46.095.394 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22058, progress = 0.74, t = 557.65 s / 39.56 tokens per second
9.49.623.915 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22186, progress = 0.74, t = 561.18 s / 39.53 tokens per second
9.53.155.184 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22314, progress = 0.74, t = 564.71 s / 39.51 tokens per second
9.56.702.689 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22442, progress = 0.75, t = 568.26 s / 39.49 tokens per second
10.00.265.368 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22570, progress = 0.75, t = 571.82 s / 39.47 tokens per second
10.03.804.896 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22698, progress = 0.76, t = 575.36 s / 39.45 tokens per second
10.07.349.049 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22826, progress = 0.76, t = 578.90 s / 39.43 tokens per second
10.10.926.850 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22954, progress = 0.77, t = 582.48 s / 39.41 tokens per second
10.14.495.552 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23082, progress = 0.77, t = 586.05 s / 39.39 tokens per second
10.18.053.755 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23210, progress = 0.77, t = 589.61 s / 39.37 tokens per second
10.21.615.246 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23338, progress = 0.78, t = 593.17 s / 39.34 tokens per second
10.25.184.457 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23466, progress = 0.78, t = 596.74 s / 39.32 tokens per second
10.28.751.238 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  23594, progress = 0.79, t = 600.30 s / 39.30 tokens per second
