0.00.024.731 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.024.979 W srv  llama_server: -----------------
0.00.024.981 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.024.981 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.024.981 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.024.982 W srv  llama_server: -----------------
0.00.026.597 I srv    load_model: loading model '/Users/<user>/HermesProjects/Local-LLM-Lab/results/raw/EXP-020-bonsai2/models/Ternary-Bonsai-2-27B-PTQ1_0.gguf'
0.00.945.491 I cmn          init: llama threadpool init, n_threads = 4
0.02.148.337 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.02.153.099 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.02.153.112 I srv  llama_server: model loaded
0.02.153.115 I srv  llama_server: listening on http://127.0.0.1:8920
0.23.179.208 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.33.134.889 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2986, progress = 0.20, t =  69.96 s / 42.68 tokens per second
1.36.226.899 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3114, progress = 0.21, t =  73.05 s / 42.63 tokens per second
1.39.317.861 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3242, progress = 0.22, t =  76.14 s / 42.58 tokens per second
1.42.416.300 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3370, progress = 0.22, t =  79.24 s / 42.53 tokens per second
1.45.517.453 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3498, progress = 0.23, t =  82.34 s / 42.48 tokens per second
1.48.618.742 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3626, progress = 0.24, t =  85.44 s / 42.44 tokens per second
1.51.728.487 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3754, progress = 0.25, t =  88.55 s / 42.39 tokens per second
1.54.841.597 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   3882, progress = 0.26, t =  91.66 s / 42.35 tokens per second
1.57.957.460 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4010, progress = 0.27, t =  94.78 s / 42.31 tokens per second
2.01.081.744 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4138, progress = 0.28, t =  97.90 s / 42.27 tokens per second
2.04.203.092 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4266, progress = 0.28, t = 101.02 s / 42.23 tokens per second
2.07.331.830 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4394, progress = 0.29, t = 104.15 s / 42.19 tokens per second
2.10.457.426 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4522, progress = 0.30, t = 107.28 s / 42.15 tokens per second
2.13.589.254 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4650, progress = 0.31, t = 110.41 s / 42.12 tokens per second
2.16.725.156 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4778, progress = 0.32, t = 113.55 s / 42.08 tokens per second
2.19.863.546 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4906, progress = 0.33, t = 116.68 s / 42.05 tokens per second
2.23.005.522 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5034, progress = 0.34, t = 119.83 s / 42.01 tokens per second
2.26.151.090 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5162, progress = 0.34, t = 122.97 s / 41.98 tokens per second
2.29.303.777 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5290, progress = 0.35, t = 126.12 s / 41.94 tokens per second
2.32.454.021 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5418, progress = 0.36, t = 129.27 s / 41.91 tokens per second
2.35.616.470 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5546, progress = 0.37, t = 132.44 s / 41.88 tokens per second
2.38.782.881 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5674, progress = 0.38, t = 135.60 s / 41.84 tokens per second
2.41.951.992 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5802, progress = 0.39, t = 138.77 s / 41.81 tokens per second
2.45.123.370 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5930, progress = 0.39, t = 141.94 s / 41.78 tokens per second
2.48.292.184 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6058, progress = 0.40, t = 145.11 s / 41.75 tokens per second
2.51.467.498 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6186, progress = 0.41, t = 148.29 s / 41.72 tokens per second
2.54.651.879 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6314, progress = 0.42, t = 151.47 s / 41.68 tokens per second
2.57.841.419 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6442, progress = 0.43, t = 154.66 s / 41.65 tokens per second
3.01.034.266 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6570, progress = 0.44, t = 157.85 s / 41.62 tokens per second
3.04.234.174 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6698, progress = 0.45, t = 161.05 s / 41.59 tokens per second
3.07.434.876 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6826, progress = 0.45, t = 164.26 s / 41.56 tokens per second
3.10.655.366 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6954, progress = 0.46, t = 167.48 s / 41.52 tokens per second
3.13.857.281 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7082, progress = 0.47, t = 170.68 s / 41.49 tokens per second
3.17.068.680 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7210, progress = 0.48, t = 173.89 s / 41.46 tokens per second
3.20.278.027 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7338, progress = 0.49, t = 177.10 s / 41.43 tokens per second
3.23.480.501 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7466, progress = 0.50, t = 180.30 s / 41.41 tokens per second
3.26.681.181 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7594, progress = 0.51, t = 183.50 s / 41.38 tokens per second
3.29.898.216 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7722, progress = 0.51, t = 186.72 s / 41.36 tokens per second
3.33.115.927 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7850, progress = 0.52, t = 189.94 s / 41.33 tokens per second
3.36.339.521 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7978, progress = 0.53, t = 193.16 s / 41.30 tokens per second
3.39.570.860 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8106, progress = 0.54, t = 196.39 s / 41.27 tokens per second
3.42.802.675 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8234, progress = 0.55, t = 199.62 s / 41.25 tokens per second
3.46.036.101 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8362, progress = 0.56, t = 202.86 s / 41.22 tokens per second
3.49.277.633 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8490, progress = 0.57, t = 206.10 s / 41.19 tokens per second
3.52.519.427 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8618, progress = 0.57, t = 209.34 s / 41.17 tokens per second
3.55.772.772 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8746, progress = 0.58, t = 212.59 s / 41.14 tokens per second
3.59.030.050 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8874, progress = 0.59, t = 215.85 s / 41.11 tokens per second
4.02.278.164 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9002, progress = 0.60, t = 219.10 s / 41.09 tokens per second
4.05.534.538 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9130, progress = 0.61, t = 222.36 s / 41.06 tokens per second
4.08.794.106 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9258, progress = 0.62, t = 225.61 s / 41.03 tokens per second
4.12.063.868 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9386, progress = 0.63, t = 228.88 s / 41.01 tokens per second
4.15.333.835 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9514, progress = 0.63, t = 232.15 s / 40.98 tokens per second
4.18.606.413 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9642, progress = 0.64, t = 235.43 s / 40.96 tokens per second
4.21.884.107 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9770, progress = 0.65, t = 238.70 s / 40.93 tokens per second
4.25.167.583 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9898, progress = 0.66, t = 241.99 s / 40.90 tokens per second
4.28.450.559 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10026, progress = 0.67, t = 245.27 s / 40.88 tokens per second
4.31.748.758 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10154, progress = 0.68, t = 248.57 s / 40.85 tokens per second
4.35.036.853 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10282, progress = 0.68, t = 251.86 s / 40.82 tokens per second
4.38.332.531 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10410, progress = 0.69, t = 255.15 s / 40.80 tokens per second
4.41.638.536 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10538, progress = 0.70, t = 258.46 s / 40.77 tokens per second
4.44.946.684 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10666, progress = 0.71, t = 261.77 s / 40.75 tokens per second
4.48.255.822 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10794, progress = 0.72, t = 265.08 s / 40.72 tokens per second
4.51.567.096 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10922, progress = 0.73, t = 268.39 s / 40.69 tokens per second
4.54.885.559 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11050, progress = 0.74, t = 271.71 s / 40.67 tokens per second
4.58.202.036 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11178, progress = 0.74, t = 275.02 s / 40.64 tokens per second
5.01.519.390 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11306, progress = 0.75, t = 278.34 s / 40.62 tokens per second
5.04.850.871 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11434, progress = 0.76, t = 281.67 s / 40.59 tokens per second
5.08.183.662 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11562, progress = 0.77, t = 285.00 s / 40.57 tokens per second
5.11.518.903 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11690, progress = 0.78, t = 288.34 s / 40.54 tokens per second
5.14.855.397 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11818, progress = 0.79, t = 291.68 s / 40.52 tokens per second
5.18.215.377 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11946, progress = 0.80, t = 295.04 s / 40.49 tokens per second
5.21.557.919 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12074, progress = 0.80, t = 298.38 s / 40.47 tokens per second
5.24.913.037 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12202, progress = 0.81, t = 301.73 s / 40.44 tokens per second
5.28.268.197 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12330, progress = 0.82, t = 305.09 s / 40.41 tokens per second
5.31.634.986 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12458, progress = 0.83, t = 308.46 s / 40.39 tokens per second
5.35.001.791 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12586, progress = 0.84, t = 311.82 s / 40.36 tokens per second
5.38.369.758 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12714, progress = 0.85, t = 315.19 s / 40.34 tokens per second
5.41.746.528 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12842, progress = 0.86, t = 318.57 s / 40.31 tokens per second
5.45.124.824 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12970, progress = 0.86, t = 321.95 s / 40.29 tokens per second
5.48.505.628 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13098, progress = 0.87, t = 325.33 s / 40.26 tokens per second
5.51.893.014 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13226, progress = 0.88, t = 328.71 s / 40.24 tokens per second
5.55.289.380 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13354, progress = 0.89, t = 332.11 s / 40.21 tokens per second
5.58.681.960 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13482, progress = 0.90, t = 335.50 s / 40.18 tokens per second
6.02.081.703 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13610, progress = 0.91, t = 338.90 s / 40.16 tokens per second
6.05.484.228 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13738, progress = 0.91, t = 342.30 s / 40.13 tokens per second
6.08.887.497 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13866, progress = 0.92, t = 345.71 s / 40.11 tokens per second
6.12.295.985 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13994, progress = 0.93, t = 349.12 s / 40.08 tokens per second
6.15.712.362 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14122, progress = 0.94, t = 352.53 s / 40.06 tokens per second
6.19.125.337 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14250, progress = 0.95, t = 355.95 s / 40.03 tokens per second
6.22.554.188 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14378, progress = 0.96, t = 359.37 s / 40.01 tokens per second
6.25.988.150 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14506, progress = 0.97, t = 362.81 s / 39.98 tokens per second
6.29.415.125 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14634, progress = 0.97, t = 366.24 s / 39.96 tokens per second
6.32.850.473 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14762, progress = 0.98, t = 369.67 s / 39.93 tokens per second
6.36.288.191 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14890, progress = 0.99, t = 373.11 s / 39.91 tokens per second
6.38.006.529 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14949, progress = 1.00, t = 374.83 s / 39.88 tokens per second
6.39.745.598 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15013, progress = 1.00, t = 376.57 s / 39.87 tokens per second
6.43.274.510 I slot print_timing: id  0 | task 0 | prompt eval time =  379004.26 ms / 15017 tokens (   25.24 ms per token,    39.62 tokens per second)
6.43.274.518 I slot print_timing: id  0 | task 0 |        eval time =    1090.98 ms /     8 tokens (  155.85 ms per token,     6.42 tokens per second)
6.43.274.522 I slot print_timing: id  0 | task 0 |       total time =  380095.24 ms / 15025 tokens
6.43.274.523 I slot print_timing: id  0 | task 0 |    graphs reused =        180
6.43.275.068 I slot      release: id  0 | task 0 | stop processing: n_tokens = 15024, truncated = 0
6.55.173.765 I srv    operator(): operator(): cleaning up before exit...
