0.00.065.793 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.067.520 W srv  llama_server: -----------------
0.00.067.522 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.067.522 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.067.522 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.067.522 W srv  llama_server: -----------------
0.00.069.178 I srv    load_model: loading model '/Users/<user>/HermesProjects/Local-LLM-Lab/results/raw/EXP-020-bonsai2/models/Ternary-Bonsai-2-27B-PTQ1_0.gguf'
0.03.679.210 I cmn          init: llama threadpool init, n_threads = 4
0.04.885.066 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 8192, kv_unified = 'false'
0.04.899.454 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.04.899.485 I srv  llama_server: model loaded
0.04.899.489 I srv  llama_server: listening on http://127.0.0.1:8920
0.15.288.722 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
3.30.497.858 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   2176, progress = 0.81, t =  51.93 s / 41.91 tokens per second
3.33.682.186 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   2304, progress = 0.83, t =  55.11 s / 41.81 tokens per second
3.36.871.197 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   2432, progress = 0.85, t =  58.30 s / 41.72 tokens per second
3.40.065.486 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   2560, progress = 0.86, t =  61.49 s / 41.63 tokens per second
3.43.260.024 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   2688, progress = 0.88, t =  64.69 s / 41.55 tokens per second
3.46.452.354 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   2816, progress = 0.90, t =  67.88 s / 41.48 tokens per second
3.49.648.844 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   2944, progress = 0.91, t =  71.08 s / 41.42 tokens per second
3.52.849.182 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   3072, progress = 0.93, t =  74.28 s / 41.36 tokens per second
3.56.063.525 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   3200, progress = 0.95, t =  77.49 s / 41.29 tokens per second
3.59.276.323 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   3328, progress = 0.97, t =  80.70 s / 41.24 tokens per second
4.02.485.316 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   3456, progress = 0.98, t =  83.91 s / 41.19 tokens per second
4.04.078.602 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   3520, progress = 0.99, t =  85.51 s / 41.17 tokens per second
4.05.694.095 I slot print_timing: id  0 | task 52 | prompt processing, n_tokens =   3584, progress = 1.00, t =  87.12 s / 41.14 tokens per second
4.09.087.121 I slot print_timing: id  0 | task 52 | prompt eval time =   89525.57 ms /  3588 tokens (   24.95 ms per token,    40.08 tokens per second)
4.09.087.126 I slot print_timing: id  0 | task 52 |        eval time =     989.50 ms /     8 tokens (  141.36 ms per token,     7.07 tokens per second)
4.09.087.127 I slot print_timing: id  0 | task 52 |       total time =   90515.07 ms /  3596 tokens
4.09.087.127 I slot print_timing: id  0 | task 52 |    graphs reused =        104
4.09.087.288 I slot      release: id  0 | task 52 | stop processing: n_tokens = 7544, truncated = 0
4.25.737.277 I srv    operator(): operator(): cleaning up before exit...
