0.00.056.013 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.056.177 W srv  llama_server: -----------------
0.00.056.178 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.056.178 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.056.178 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.056.179 W srv  llama_server: -----------------
0.00.057.756 I srv    load_model: loading model 'models/minicpm/MiniCPM5-2B-Q4_K_M.gguf'
0.00.365.853 I cmn          init: llama threadpool init, n_threads = 4
0.00.413.490 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.00.416.133 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.00.416.140 I srv  llama_server: model loaded
0.00.416.143 I srv  llama_server: listening on http://127.0.0.1:8921
1.20.060.764 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.24.784.101 I slot print_timing: id  0 | task 188 |    graphs reused =        186
1.24.784.150 I slot      release: id  0 | task 188 | stop processing: n_tokens = 299, truncated = 0
1.24.787.469 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 83718117077
1.24.787.613 I slot launch_slot_: id  3 | task 207 | processing task, is_child = 0
1.24.973.027 I slot print_timing: id  3 | task 207 | prompt eval time =     160.49 ms /    84 tokens (    1.91 ms per token,   523.40 tokens per second)
1.24.973.032 I slot print_timing: id  3 | task 207 |        eval time =      23.39 ms /     2 tokens (   23.39 ms per token,    42.76 tokens per second)
1.24.973.033 I slot print_timing: id  3 | task 207 |       total time =     183.88 ms /    86 tokens
1.24.973.034 I slot print_timing: id  3 | task 207 |    graphs reused =        186
1.24.973.080 I slot      release: id  3 | task 207 | stop processing: n_tokens = 85, truncated = 0
1.24.976.500 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.705 (> 0.100 thold), f_keep = 0.788
1.24.976.646 I slot launch_slot_: id  3 | task 210 | processing task, is_child = 0
1.25.068.760 I slot print_timing: id  3 | task 210 | prompt eval time =      69.20 ms /    28 tokens (    2.47 ms per token,   404.62 tokens per second)
1.25.068.764 I slot print_timing: id  3 | task 210 |        eval time =      22.86 ms /     2 tokens (   22.86 ms per token,    43.74 tokens per second)
1.25.068.765 I slot print_timing: id  3 | task 210 |       total time =      92.06 ms /    30 tokens
1.25.068.765 I slot print_timing: id  3 | task 210 |    graphs reused =        186
1.25.068.797 I slot      release: id  3 | task 210 | stop processing: n_tokens = 96, truncated = 0
1.25.071.791 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 0.677 (> 0.100 thold), f_keep = 0.698
1.25.071.931 I slot launch_slot_: id  3 | task 213 | processing task, is_child = 0
1.25.280.991 I slot print_timing: id  3 | task 213 | prompt eval time =     188.30 ms /    32 tokens (    5.88 ms per token,   169.94 tokens per second)
1.25.280.994 I slot print_timing: id  3 | task 213 |        eval time =      20.71 ms /     2 tokens (   20.71 ms per token,    48.28 tokens per second)
1.25.280.994 I slot print_timing: id  3 | task 213 |       total time =     209.01 ms /    34 tokens
1.25.280.994 I slot print_timing: id  3 | task 213 |    graphs reused =        186
1.25.281.017 I slot      release: id  3 | task 213 | stop processing: n_tokens = 100, truncated = 0
1.25.283.058 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 83720213902
1.25.283.116 I slot launch_slot_: id  2 | task 216 | processing task, is_child = 0
1.28.701.299 I slot print_timing: id  2 | task 216 | n_gen =    152, tg =  50.14 t/s, tg_3s =  50.48 t/s
1.29.197.507 I slot print_timing: id  2 | task 216 | prompt eval time =     406.20 ms /   238 tokens (    1.71 ms per token,   585.92 tokens per second)
1.29.197.512 I slot print_timing: id  2 | task 216 |        eval time =    3507.55 ms /   177 tokens (   19.93 ms per token,    50.18 tokens per second)
1.29.197.513 I slot print_timing: id  2 | task 216 |       total time =    3913.75 ms /   415 tokens
1.29.197.514 I slot print_timing: id  2 | task 216 |    graphs reused =        360
1.29.197.575 I slot      release: id  2 | task 216 | stop processing: n_tokens = 414, truncated = 0
6.08.825.381 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 0.118 (> 0.100 thold), f_keep = 0.005
6.08.832.724 I slot launch_slot_: id  2 | task 394 | processing task, is_child = 0
6.11.163.512 I slot print_timing: id  2 | task 394 | prompt eval time =    1478.55 ms /    15 tokens (   98.57 ms per token,    10.15 tokens per second)
6.11.163.516 I slot print_timing: id  2 | task 394 |        eval time =     851.52 ms /    32 tokens (   27.47 ms per token,    36.41 tokens per second)
6.11.163.516 I slot print_timing: id  2 | task 394 |       total time =    2330.07 ms /    47 tokens
6.11.163.517 I slot print_timing: id  2 | task 394 |    graphs reused =        390
6.11.165.693 I slot      release: id  2 | task 394 | stop processing: n_tokens = 48, truncated = 0
9.19.214.288 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 83722342680
9.19.215.542 I slot launch_slot_: id  1 | task 427 | processing task, is_child = 0
9.19.626.800 I slot print_timing: id  1 | task 427 | prompt eval time =     228.95 ms /   103 tokens (    2.22 ms per token,   449.88 tokens per second)
9.19.626.804 I slot print_timing: id  1 | task 427 |        eval time =     181.59 ms /     9 tokens (   22.70 ms per token,    44.06 tokens per second)
9.19.626.804 I slot print_timing: id  1 | task 427 |       total time =     410.54 ms /   112 tokens
9.19.626.805 I slot print_timing: id  1 | task 427 |    graphs reused =        397
9.19.633.908 I slot      release: id  1 | task 427 | stop processing: n_tokens = 111, truncated = 0
9.19.643.040 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 0.716 (> 0.100 thold), f_keep = 0.613
9.19.643.168 I slot launch_slot_: id  1 | task 437 | processing task, is_child = 0
9.19.892.473 I slot print_timing: id  1 | task 437 | prompt eval time =      69.63 ms /    27 tokens (    2.58 ms per token,   387.75 tokens per second)
9.19.892.477 I slot print_timing: id  1 | task 437 |        eval time =     179.62 ms /     9 tokens (   22.45 ms per token,    44.54 tokens per second)
9.19.892.477 I slot print_timing: id  1 | task 437 |       total time =     249.26 ms /    36 tokens
9.19.892.478 I slot print_timing: id  1 | task 437 |    graphs reused =        404
9.19.894.746 I slot      release: id  1 | task 437 | stop processing: n_tokens = 103, truncated = 0
9.50.657.033 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 83722742485
9.50.658.050 I slot launch_slot_: id  0 | task 447 | processing task, is_child = 0
9.52.323.781 I slot print_timing: id  0 | task 447 | prompt eval time =     227.20 ms /   122 tokens (    1.86 ms per token,   536.98 tokens per second)
9.52.323.785 I slot print_timing: id  0 | task 447 |        eval time =    1437.63 ms /    65 tokens (   22.46 ms per token,    44.52 tokens per second)
9.52.323.786 I slot print_timing: id  0 | task 447 |       total time =    1664.82 ms /   187 tokens
9.52.323.786 I slot print_timing: id  0 | task 447 |    graphs reused =        467
9.52.325.544 I slot      release: id  0 | task 447 | stop processing: n_tokens = 186, truncated = 0
9.52.328.472 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.763 (> 0.100 thold), f_keep = 0.468
9.52.330.365 I slot launch_slot_: id  0 | task 513 | processing task, is_child = 0
9.52.571.185 I slot print_timing: id  0 | task 513 | prompt eval time =      69.97 ms /    27 tokens (    2.59 ms per token,   385.86 tokens per second)
9.52.571.190 I slot print_timing: id  0 | task 513 |        eval time =     170.82 ms /     9 tokens (   21.35 ms per token,    46.83 tokens per second)
9.52.571.191 I slot print_timing: id  0 | task 513 |       total time =     240.79 ms /    36 tokens
9.52.571.192 I slot print_timing: id  0 | task 513 |    graphs reused =        474
9.52.571.231 I slot      release: id  0 | task 513 | stop processing: n_tokens = 122, truncated = 0
9.52.577.513 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.744 (> 0.100 thold), f_keep = 0.713
9.52.577.657 I slot launch_slot_: id  0 | task 523 | processing task, is_child = 0
9.54.006.769 I slot print_timing: id  0 | task 523 | prompt eval time =      69.75 ms /    30 tokens (    2.32 ms per token,   430.12 tokens per second)
9.54.006.774 I slot print_timing: id  0 | task 523 |        eval time =    1359.31 ms /    61 tokens (   22.66 ms per token,    44.14 tokens per second)
9.54.006.775 I slot print_timing: id  0 | task 523 |       total time =    1429.06 ms /    91 tokens
9.54.006.776 I slot print_timing: id  0 | task 523 |    graphs reused =        533
9.54.006.829 I slot      release: id  0 | task 523 | stop processing: n_tokens = 177, truncated = 0
16.50.967.317 I srv    operator(): operator(): cleaning up before exit...
